ordo,ordo_date
Ordonnance n° 2015-683 du 18 juin 2015 transférant aux services départementaux d'incendie et de secours l'organisation des élections à leurs conseils d'administration et leurs instances consultativesVigueur,Ordonnance n° 2015-683 du 18 juin 2015 transférant aux services départementaux d'incendie et de secours l'organisation des élections à leurs conseils d'administration et leurs instances consultativesVigueur
Ordonnance n° 2015-82 du 29 janvier 2015 relative à la simplification et à la sécurisation des modalités d'application des règles en matière de temps partiel issues de la loi n° 2013-504 du 14 juin 2013 relative à la sécurisation de l'emploiVigueur,Ordonnance n° 2015-82 du 29 janvier 2015 relative à la simplification et à la sécurisation des modalités d'application des règles en matière de temps partiel issues de la loi n° 2013-504 du 14 juin 2013 relative à la sécurisation de l'emploiVigueur
Ordonnance n° 2015-839 du 9 juillet 2015 relative à la sécurisation des rentes versées dans le cadre des régimes de retraite mentionnés à l'article L. 137-11 du code de la sécurité socialeVigueur,Ordonnance n° 2015-839 du 9 juillet 2015 relative à la sécurisation des rentes versées dans le cadre des régimes de retraite mentionnés à l'article L. 137-11 du code de la sécurité socialeVigueur
Ordonnance n° 2015-855 du 15 juillet 2015 prise en application de l'article 38 de la loi n° 2014-872 du 4 août 2014 portant réforme ferroviaireVigueur,Ordonnance n° 2015-855 du 15 juillet 2015 prise en application de l'article 38 de la loi n° 2014-872 du 4 août 2014 portant réforme ferroviaireVigueur
"Ordonnance n° 2015-859 du 15 juillet 2015 relative aux missions, aux règles de fonctionnement et aux pouvoirs de l'Autorité de contrôle prudentiel et de résolution et de l'Autorité des marchés financiers dans certaines collectivités d'outre-mer et en Nouvelle-CalédonieVigueur","Ordonnance n° 2015-859 du 15 juillet 2015 relative aux missions, aux règles de fonctionnement et aux pouvoirs de l'Autorité de contrôle prudentiel et de résolution et de l'Autorité des marchés financiers dans certaines collectivités d'outre-mer et en Nouvelle-CalédonieVigueur"
Ordonnance n° 2015-896 du 23 juillet 2015 portant réforme du régime d'assurance vieillesse applicable à Saint-Pierre-et-MiquelonVigueur,Ordonnance n° 2015-896 du 23 juillet 2015 portant réforme du régime d'assurance vieillesse applicable à Saint-Pierre-et-MiquelonVigueur
Ordonnance n° 2015-897 du 23 juillet 2015 relative au régime d'assurance vieillesse applicable à MayotteVigueur,Ordonnance n° 2015-897 du 23 juillet 2015 relative au régime d'assurance vieillesse applicable à MayotteVigueur
Ordonnance n° 2015-899 du 23 juillet 2015 relative aux marchés publicsAbrogé,Ordonnance n° 2015-899 du 23 juillet 2015 relative aux marchés publicsAbrogé
Ordonnance n° 2015-900 du 23 juillet 2015 relative aux obligations comptables des commerçantsVigueur,Ordonnance n° 2015-900 du 23 juillet 2015 relative aux obligations comptables des commerçantsVigueur
Ordonnance n° 2015-904 du 23 juillet 2015 portant simplification du régime des associations et des fondationsVigueur,Ordonnance n° 2015-904 du 23 juillet 2015 portant simplification du régime des associations et des fondationsVigueur
Ordonnance n° 2015-948 du 31 juillet 2015 relative à l'égal accès des femmes et des hommes au sein des autorités administratives indépendantes et des autorités publiques indépendantesVigueur,Ordonnance n° 2015-948 du 31 juillet 2015 relative à l'égal accès des femmes et des hommes au sein des autorités administratives indépendantes et des autorités publiques indépendantesVigueur
Ordonnance n° 2015-949 du 31 juillet 2015 relative à l'égal accès des femmes et des hommes au sein des ordres professionnelsVigueur,Ordonnance n° 2015-949 du 31 juillet 2015 relative à l'égal accès des femmes et des hommes au sein des ordres professionnelsVigueur
Ordonnance n° 2015-950 du 31 juillet 2015 relative à l'égal accès des femmes et des hommes au sein des conseils d'administration des mutuellesVigueur,Ordonnance n° 2015-950 du 31 juillet 2015 relative à l'égal accès des femmes et des hommes au sein des conseils d'administration des mutuellesVigueur
Ordonnance n° 2015-952 du 31 juillet 2015 relative à la fusion des commissions compétentes pour l'attribution de la qualité d'officier de police judiciaire aux militaires de la gendarmerie nationale et aux fonctionnaires du corps d'encadrement et d'application de la police nationaleVigueur,Ordonnance n° 2015-952 du 31 juillet 2015 relative à la fusion des commissions compétentes pour l'attribution de la qualité d'officier de police judiciaire aux militaires de la gendarmerie nationale et aux fonctionnaires du corps d'encadrement et d'application de la police nationaleVigueur
Ordonnance n° 2015-953 du 31 juillet 2015 relative à la réforme de l'ordre des vétérinairesVigueur,Ordonnance n° 2015-953 du 31 juillet 2015 relative à la réforme de l'ordre des vétérinairesVigueur
Ordonnance n° 2016-1018 du 27 juillet 2016 relative à la communication des données de circulation routière des collectivités territoriales et de leurs groupementsVigueur,Ordonnance n° 2016-1018 du 27 juillet 2016 relative à la communication des données de circulation routière des collectivités territoriales et de leurs groupementsVigueur
Ordonnance n° 2016-1019 du 27 juillet 2016 relative à l'autoconsommation d'électricitéVigueur,Ordonnance n° 2016-1019 du 27 juillet 2016 relative à l'autoconsommation d'électricitéVigueur
Ordonnance n° 2016-1022 du 27 juillet 2016 relative à l'aménagement des dispositifs de suivi du financement des entreprises mis en place par la Banque de FranceVigueur,Ordonnance n° 2016-1022 du 27 juillet 2016 relative à l'aménagement des dispositifs de suivi du financement des entreprises mis en place par la Banque de FranceVigueur
"Ordonnance n° 2016-1028 du 27 juillet 2016 relative aux mesures de coordination rendues nécessaires par l'intégration dans le schéma régional d'aménagement, de développement durable et d'égalité des territoires, des schémas régionaux sectoriels mentionnés à l'article 13 de la loi n° 2015-991 du 7 août 2015 portant nouvelle organisation territoriale de la RépubliqueVigueur","Ordonnance n° 2016-1028 du 27 juillet 2016 relative aux mesures de coordination rendues nécessaires par l'intégration dans le schéma régional d'aménagement, de développement durable et d'égalité des territoires, des schémas régionaux sectoriels mentionnés à l'article 13 de la loi n° 2015-991 du 7 août 2015 portant nouvelle organisation territoriale de la RépubliqueVigueur"
Ordonnance n° 2016-1057 du 3 août 2016 relative à l'expérimentation de véhicules à délégation de conduite sur les voies publiquesVigueur,Ordonnance n° 2016-1057 du 3 août 2016 relative à l'expérimentation de véhicules à délégation de conduite sur les voies publiquesVigueur
"Ordonnance n° 2016-1058 du 3 août 2016 relative à la modification des règles applicables à l'évaluation environnementale des projets, plans et programmesVigueur","Ordonnance n° 2016-1058 du 3 août 2016 relative à la modification des règles applicables à l'évaluation environnementale des projets, plans et programmesVigueur"
Ordonnance n° 2016-1059 du 3 août 2016 relative à la production d'électricité à partir d'énergies renouvelablesVigueur,Ordonnance n° 2016-1059 du 3 août 2016 relative à la production d'électricité à partir d'énergies renouvelablesVigueur
Ordonnance n° 2016-1060 du 3 août 2016 portant réforme des procédures destinées à assurer l'information et la participation du public à l'élaboration de certaines décisions susceptibles d'avoir une incidence sur l'environnementVigueur,Ordonnance n° 2016-1060 du 3 août 2016 portant réforme des procédures destinées à assurer l'information et la participation du public à l'élaboration de certaines décisions susceptibles d'avoir une incidence sur l'environnementVigueur
Ordonnance n° 2016-1255 du 28 septembre 2016 modifiant les dispositions du code général de la propriété des personnes publiques relatives à l'outre-merVigueur,Ordonnance n° 2016-1255 du 28 septembre 2016 modifiant les dispositions du code général de la propriété des personnes publiques relatives à l'outre-merVigueur
Ordonnance n° 2016-128 du 10 février 2016 portant diverses dispositions en matière nucléaireVigueur,Ordonnance n° 2016-128 du 10 février 2016 portant diverses dispositions en matière nucléaireVigueur
Ordonnance n° 2016-129 du 10 février 2016 portant sur un dispositif de continuité de fourniture succédant à la fin des offres de marché transitoires de gaz et d'électricitéVigueur,Ordonnance n° 2016-129 du 10 février 2016 portant sur un dispositif de continuité de fourniture succédant à la fin des offres de marché transitoires de gaz et d'électricitéVigueur
Ordonnance n° 2016-130 du 10 février 2016 portant adaptation des livres Ier et III du code de l'énergie au droit de l'Union européenne et relatif aux marchés intérieurs de l'électricité et du gazVigueur,Ordonnance n° 2016-130 du 10 février 2016 portant adaptation des livres Ier et III du code de l'énergie au droit de l'Union européenne et relatif aux marchés intérieurs de l'électricité et du gazVigueur
"Ordonnance n° 2016-131 du 10 février 2016 portant réforme du droit des contrats, du régime général et de la preuve des obligationsVigueur","Ordonnance n° 2016-131 du 10 février 2016 portant réforme du droit des contrats, du régime général et de la preuve des obligationsVigueur"
Ordonnance n° 2016-1314 du 6 octobre 2016 portant adaptation à la convention du travail maritime (2006) de l'Organisation internationale du travail et à la convention n° 188 sur le travail dans la pêche (2007) du droit applicable aux gens de mer à Wallis-et-Futuna et dans les Terres australes et antarctiques françaisesVigueur,Ordonnance n° 2016-1314 du 6 octobre 2016 portant adaptation à la convention du travail maritime (2006) de l'Organisation internationale du travail et à la convention n° 188 sur le travail dans la pêche (2007) du droit applicable aux gens de mer à Wallis-et-Futuna et dans les Terres australes et antarctiques françaisesVigueur
Ordonnance n° 2016-1315 du 6 octobre 2016 modifiant la loi du 17 décembre 1926 relative à la répression en matière maritimeVigueur,Ordonnance n° 2016-1315 du 6 octobre 2016 modifiant la loi du 17 décembre 1926 relative à la répression en matière maritimeVigueur
Ordonnance n° 2016-1360 du 13 octobre 2016 modifiant la partie législative du code des juridictions financièresVigueur,Ordonnance n° 2016-1360 du 13 octobre 2016 modifiant la partie législative du code des juridictions financièresVigueur
Ordonnance n° 2016-1365 du 13 octobre 2016 portant dispositions statutaires concernant le Conseil d'EtatVigueur,Ordonnance n° 2016-1365 du 13 octobre 2016 portant dispositions statutaires concernant le Conseil d'EtatVigueur
Ordonnance n° 2016-1366 du 13 octobre 2016 portant dispositions statutaires concernant les magistrats des tribunaux administratifs et cours administratives d'appelVigueur,Ordonnance n° 2016-1366 du 13 octobre 2016 portant dispositions statutaires concernant les magistrats des tribunaux administratifs et cours administratives d'appelVigueur
Ordonnance n° 2016-1406 du 20 octobre 2016 portant adaptation et simplification de la législation relative à l'Etablissement français du sang et aux activités liées à la transfusion sanguineVigueur,Ordonnance n° 2016-1406 du 20 octobre 2016 portant adaptation et simplification de la législation relative à l'Etablissement français du sang et aux activités liées à la transfusion sanguineVigueur
Ordonnance n° 2016-1408 du 20 octobre 2016 relative à la réorganisation de la collecte de la participation des employeurs à l'effort de constructionVigueur,Ordonnance n° 2016-1408 du 20 octobre 2016 relative à la réorganisation de la collecte de la participation des employeurs à l'effort de constructionVigueur
Ordonnance n° 2016-1519 du 10 novembre 2016 portant création au sein du service public de l'emploi de l'établissement public chargé de la formation professionnelle des adultesVigueur,Ordonnance n° 2016-1519 du 10 novembre 2016 portant création au sein du service public de l'emploi de l'établissement public chargé de la formation professionnelle des adultesVigueur
"Ordonnance n° 2016-1561 du 21 novembre 2016 complétant et précisant les règles budgétaires, financières, fiscales et comptables applicables à la collectivité de CorseVigueur","Ordonnance n° 2016-1561 du 21 novembre 2016 complétant et précisant les règles budgétaires, financières, fiscales et comptables applicables à la collectivité de CorseVigueur"
Ordonnance n° 2016-1562 du 21 novembre 2016 portant diverses mesures institutionnelles relatives à la collectivité de CorseVigueur,Ordonnance n° 2016-1562 du 21 novembre 2016 portant diverses mesures institutionnelles relatives à la collectivité de CorseVigueur
Ordonnance n° 2016-1563 du 21 novembre 2016 portant diverses mesures électorales applicables en CorseVigueur,Ordonnance n° 2016-1563 du 21 novembre 2016 portant diverses mesures électorales applicables en CorseVigueur
Ordonnance n° 2016-157 du 18 février 2016 relative à la réalisation d'une infrastructure ferroviaire entre Paris et l'aéroport Paris-Charles de GaulleVigueur,Ordonnance n° 2016-157 du 18 février 2016 relative à la réalisation d'une infrastructure ferroviaire entre Paris et l'aéroport Paris-Charles de GaulleVigueur
Ordonnance n° 2016-1575 du 24 novembre 2016 portant réforme du dispositif de gel des avoirsVigueur,Ordonnance n° 2016-1575 du 24 novembre 2016 portant réforme du dispositif de gel des avoirsVigueur
Ordonnance n° 2016-1579 du 24 novembre 2016 relative à l'application à Mayotte de l'aide à l'activité partielle et du contrat de générationVigueur,Ordonnance n° 2016-1579 du 24 novembre 2016 relative à l'application à Mayotte de l'aide à l'activité partielle et du contrat de générationVigueur
"Ordonnance n° 2016-1580 du 24 novembre 2016 relative à la protection du salaire à Mayotte, au titre des privilèges et de l'assuranceVigueur","Ordonnance n° 2016-1580 du 24 novembre 2016 relative à la protection du salaire à Mayotte, au titre des privilèges et de l'assuranceVigueur"
Ordonnance n° 2016-160 du 18 février 2016 portant adaptation de la prime d'activité au Département de MayotteVigueur,Ordonnance n° 2016-160 du 18 février 2016 portant adaptation de la prime d'activité au Département de MayotteVigueur
Ordonnance n° 2016-1635 du 1er décembre 2016 renforçant le dispositif français de lutte contre le blanchiment et le financement du terrorismeVigueur,Ordonnance n° 2016-1635 du 1er décembre 2016 renforçant le dispositif français de lutte contre le blanchiment et le financement du terrorismeVigueur
Ordonnance n° 2016-1636 du 1er décembre 2016 relative à la décision d'enquête européenne en matière pénaleVigueur,Ordonnance n° 2016-1636 du 1er décembre 2016 relative à la décision d'enquête européenne en matière pénaleVigueur
Ordonnance n° 2016-1686 du 8 décembre 2016 relative à l'aptitude médicale à la navigation des gens de mer et à la lutte contre l'alcoolisme en merVigueur,Ordonnance n° 2016-1686 du 8 décembre 2016 relative à l'aptitude médicale à la navigation des gens de mer et à la lutte contre l'alcoolisme en merVigueur
Ordonnance n° 2016-1687 du 8 décembre 2016 relative aux espaces maritimes relevant de la souveraineté ou de la juridiction de la République françaiseVigueur,Ordonnance n° 2016-1687 du 8 décembre 2016 relative aux espaces maritimes relevant de la souveraineté ou de la juridiction de la République françaiseVigueur
Ordonnance n° 2016-1725 du 15 décembre 2016 relative aux réseaux fermés de distributionVigueur,Ordonnance n° 2016-1725 du 15 décembre 2016 relative aux réseaux fermés de distributionVigueur
Ordonnance n° 2016-1729 du 15 décembre 2016 relative aux pharmacies à usage intérieurVigueur,Ordonnance n° 2016-1729 du 15 décembre 2016 relative aux pharmacies à usage intérieurVigueur
Ordonnance n° 2016-1808 du 22 décembre 2016 relative à l'accès à un compte de paiement assorti de prestations de baseVigueur,Ordonnance n° 2016-1808 du 22 décembre 2016 relative à l'accès à un compte de paiement assorti de prestations de baseVigueur
Ordonnance n° 2016-1809 du 22 décembre 2016 relative à la reconnaissance des qualifications professionnelles de professions réglementéesVigueur,Ordonnance n° 2016-1809 du 22 décembre 2016 relative à la reconnaissance des qualifications professionnelles de professions réglementéesVigueur
Ordonnance n° 2016-1812 du 22 décembre 2016 relative à la lutte contre le tabagisme et à son adaptation et son extension à certaines collectivités d'outre-merVigueur,Ordonnance n° 2016-1812 du 22 décembre 2016 relative à la lutte contre le tabagisme et à son adaptation et son extension à certaines collectivités d'outre-merVigueur
Ordonnance n° 2016-1823 du 22 décembre 2016 portant transposition de la directive 2014/26/UE du Parlement européen et du Conseil du 26 février 2014 concernant la gestion collective du droit d'auteur et des droits voisins et l'octroi de licences multiterritoriales de droits sur des œuvres musicales en vue de leur utilisation en ligne dans le marché intérieurVigueur,Ordonnance n° 2016-1823 du 22 décembre 2016 portant transposition de la directive 2014/26/UE du Parlement européen et du Conseil du 26 février 2014 concernant la gestion collective du droit d'auteur et des droits voisins et l'octroi de licences multiterritoriales de droits sur des œuvres musicales en vue de leur utilisation en ligne dans le marché intérieurVigueur
Ordonnance n° 2016-282 du 10 mars 2016 relative à la sécurité des ouvrages de transport et de distributionVigueur,Ordonnance n° 2016-282 du 10 mars 2016 relative à la sécurité des ouvrages de transport et de distributionVigueur
Ordonnance n° 2016-301 du 14 mars 2016 relative à la partie législative du code de la consommationVigueur,Ordonnance n° 2016-301 du 14 mars 2016 relative à la partie législative du code de la consommationVigueur
Ordonnance n° 2016-307 du 17 mars 2016 portant codification des dispositions relatives à la réutilisation des informations publiques dans le code des relations entre le public et l'administrationVigueur,Ordonnance n° 2016-307 du 17 mars 2016 portant codification des dispositions relatives à la réutilisation des informations publiques dans le code des relations entre le public et l'administrationVigueur
Ordonnance n° 2016-312 du 17 mars 2016 modifiant le cadre juridique de la gestion d'actifsVigueur,Ordonnance n° 2016-312 du 17 mars 2016 modifiant le cadre juridique de la gestion d'actifsVigueur
Ordonnance n° 2016-315 du 17 mars 2016 relative au commissariat aux comptesVigueur,Ordonnance n° 2016-315 du 17 mars 2016 relative au commissariat aux comptesVigueur
Ordonnance n° 2016-316 du 17 mars 2016 portant adaptation des sociétés d'aménagement foncier et d'établissement rural à la réforme régionaleVigueur,Ordonnance n° 2016-316 du 17 mars 2016 portant adaptation des sociétés d'aménagement foncier et d'établissement rural à la réforme régionaleVigueur
Ordonnance n° 2016-351 du 25 mars 2016 sur les contrats de crédit aux consommateurs relatifs aux biens immobiliers à usage d'habitationVigueur,Ordonnance n° 2016-351 du 25 mars 2016 sur les contrats de crédit aux consommateurs relatifs aux biens immobiliers à usage d'habitationVigueur
Ordonnance n° 2016-353 du 25 mars 2016 relative au maintien à titre transitoire des circonscriptions des centres régionaux de la propriété forestièreVigueur,Ordonnance n° 2016-353 du 25 mars 2016 relative au maintien à titre transitoire des circonscriptions des centres régionaux de la propriété forestièreVigueur
Ordonnance n° 2016-354 du 25 mars 2016 relative à l'articulation des procédures d'autorisation d'urbanisme avec diverses procédures relevant du code de l'environnementVigueur,Ordonnance n° 2016-354 du 25 mars 2016 relative à l'articulation des procédures d'autorisation d'urbanisme avec diverses procédures relevant du code de l'environnementVigueur
Ordonnance n° 2016-388 du 31 mars 2016 relative à la désignation des conseillers prud'hommesVigueur,Ordonnance n° 2016-388 du 31 mars 2016 relative à la désignation des conseillers prud'hommesVigueur
Ordonnance n° 2016-391 du 31 mars 2016 recodifiant les dispositions relatives à l'outre-mer du code rural et de la pêche maritimeVigueur,Ordonnance n° 2016-391 du 31 mars 2016 recodifiant les dispositions relatives à l'outre-mer du code rural et de la pêche maritimeVigueur
Ordonnance n° 2016-394 du 31 mars 2016 relative aux sociétés constituées pour l'exercice en commun de plusieurs professions libérales soumises à un statut législatif ou réglementaire ou dont le titre est protégéVigueur,Ordonnance n° 2016-394 du 31 mars 2016 relative aux sociétés constituées pour l'exercice en commun de plusieurs professions libérales soumises à un statut législatif ou réglementaire ou dont le titre est protégéVigueur
Ordonnance n° 2016-411 du 7 avril 2016 portant diverses mesures d'adaptation dans le secteur gazierVigueur,Ordonnance n° 2016-411 du 7 avril 2016 portant diverses mesures d'adaptation dans le secteur gazierVigueur
Ordonnance n° 2016-413 du 7 avril 2016 relative au contrôle de l'application du droit du travailVigueur,Ordonnance n° 2016-413 du 7 avril 2016 relative au contrôle de l'application du droit du travailVigueur
Ordonnance n° 2016-415 du 7 avril 2016 relative à l'économie sociale et solidaire dans le Département de MayotteVigueur,Ordonnance n° 2016-415 du 7 avril 2016 relative à l'économie sociale et solidaire dans le Département de MayotteVigueur
Ordonnance n° 2016-460 du 14 avril 2016 modifiant l'article L. 225-4 du code de la route pour habiliter les fonctionnaires et agents de l'Etat chargés du contrôle des transports terrestres placés sous l'autorité du ministre chargé des transports à accéder directement aux informations relatives au permis de conduireVigueur,Ordonnance n° 2016-460 du 14 avril 2016 modifiant l'article L. 225-4 du code de la route pour habiliter les fonctionnaires et agents de l'Etat chargés du contrôle des transports terrestres placés sous l'autorité du ministre chargé des transports à accéder directement aux informations relatives au permis de conduireVigueur
"Ordonnance n° 2016-461 du 14 avril 2016 précisant les compétences de la Commission de régulation de l'énergie en matière de recueil d'information, de sanction et de coopérationVigueur","Ordonnance n° 2016-461 du 14 avril 2016 précisant les compétences de la Commission de régulation de l'énergie en matière de recueil d'information, de sanction et de coopérationVigueur"
Ordonnance n° 2016-462 du 14 avril 2016 portant création de l'Agence nationale de santé publiqueVigueur,Ordonnance n° 2016-462 du 14 avril 2016 portant création de l'Agence nationale de santé publiqueVigueur
Ordonnance n° 2016-488 du 21 avril 2016 relative à la consultation locale sur les projets susceptibles d'avoir une incidence sur l'environnementVigueur,Ordonnance n° 2016-488 du 21 avril 2016 relative à la consultation locale sur les projets susceptibles d'avoir une incidence sur l'environnementVigueur
Ordonnance n° 2016-489 du 21 avril 2016 relative à la Société du Canal Seine-Nord EuropeVigueur,Ordonnance n° 2016-489 du 21 avril 2016 relative à la Société du Canal Seine-Nord EuropeVigueur
Ordonnance n° 2016-492 du 21 avril 2016 portant simplification des dispositions du code des postes et des communications électroniques relatives à l'institution de servitudes radioélectriquesVigueur,Ordonnance n° 2016-492 du 21 avril 2016 portant simplification des dispositions du code des postes et des communications électroniques relatives à l'institution de servitudes radioélectriquesVigueur
Ordonnance n° 2016-493 du 21 avril 2016 relative à la mise sur le marché d'équipements radioélectriquesVigueur,Ordonnance n° 2016-493 du 21 avril 2016 relative à la mise sur le marché d'équipements radioélectriquesVigueur
Ordonnance n° 2016-518 du 28 avril 2016 portant diverses modifications du livre V du code de l'énergieVigueur,Ordonnance n° 2016-518 du 28 avril 2016 portant diverses modifications du livre V du code de l'énergieVigueur
Ordonnance n° 2016-520 du 28 avril 2016 relative aux bons de caisseVigueur,Ordonnance n° 2016-520 du 28 avril 2016 relative aux bons de caisseVigueur
Ordonnance n° 2016-526 du 28 avril 2016 portant transposition de la directive 2014/61/UE du Parlement européen et du Conseil du 15 mai 2014 relative à des mesures visant à réduire le coût du déploiement de réseaux de communications électroniques à haut débitVigueur,Ordonnance n° 2016-526 du 28 avril 2016 portant transposition de la directive 2014/61/UE du Parlement européen et du Conseil du 15 mai 2014 relative à des mesures visant à réduire le coût du déploiement de réseaux de communications électroniques à haut débitVigueur
Ordonnance n° 2016-56 du 29 janvier 2016 relative au gage des stocksVigueur,Ordonnance n° 2016-56 du 29 janvier 2016 relative au gage des stocksVigueur
Ordonnance n° 2016-57 du 29 janvier 2016 modifiant l'article L. 742-1 du code de commerce relatif aux conditions d'accès à la profession de greffier de tribunal de commerceVigueur,Ordonnance n° 2016-57 du 29 janvier 2016 modifiant l'article L. 742-1 du code de commerce relatif aux conditions d'accès à la profession de greffier de tribunal de commerceVigueur
Ordonnance n° 2016-572 du 12 mai 2016 portant extension et adaptation aux îles Wallis et Futuna de diverses dispositions du code de l'énergieVigueur,Ordonnance n° 2016-572 du 12 mai 2016 portant extension et adaptation aux îles Wallis et Futuna de diverses dispositions du code de l'énergieVigueur
"Ordonnance n° 2016-623 du 19 mai 2016 portant transposition de la directive 2014/40/UE sur la fabrication, la présentation et la vente des produits du tabac et des produits connexesVigueur","Ordonnance n° 2016-623 du 19 mai 2016 portant transposition de la directive 2014/40/UE sur la fabrication, la présentation et la vente des produits du tabac et des produits connexesVigueur"
Ordonnance n° 2016-65 du 29 janvier 2016 relative aux contrats de concessionAbrogé,Ordonnance n° 2016-65 du 29 janvier 2016 relative aux contrats de concessionAbrogé
Ordonnance n° 2016-665 du 25 mai 2016 relative au commissionnement des agents de Voies navigables de France et modifiant des dispositions sur les péages fluviauxVigueur,Ordonnance n° 2016-665 du 25 mai 2016 relative au commissionnement des agents de Voies navigables de France et modifiant des dispositions sur les péages fluviauxVigueur
"Ordonnance n° 2016-727 du 2 juin 2016 relative à la désignation en justice, à titre habituel, des huissiers de justice et des commissaires-priseurs judiciaires en qualité de liquidateur ou d'assistant du juge commis dans certaines procédures prévues au titre IV du livre VI du code de commerceVigueur","Ordonnance n° 2016-727 du 2 juin 2016 relative à la désignation en justice, à titre habituel, des huissiers de justice et des commissaires-priseurs judiciaires en qualité de liquidateur ou d'assistant du juge commis dans certaines procédures prévues au titre IV du livre VI du code de commerceVigueur"
Ordonnance n° 2016-728 du 2 juin 2016 relative au statut de commissaire de justiceVigueur,Ordonnance n° 2016-728 du 2 juin 2016 relative au statut de commissaire de justiceVigueur
Ordonnance n° 2016-79 du 29 janvier 2016 relative aux gares routières et à la recodification des dispositions du code des transports relatives à l'Autorité de régulation des activités ferroviaires et routièresVigueur,Ordonnance n° 2016-79 du 29 janvier 2016 relative aux gares routières et à la recodification des dispositions du code des transports relatives à l'Autorité de régulation des activités ferroviaires et routièresVigueur
Ordonnance n° 2016-800 du 16 juin 2016 relative aux recherches impliquant la personne humaineVigueur,Ordonnance n° 2016-800 du 16 juin 2016 relative aux recherches impliquant la personne humaineVigueur
Ordonnance n° 2016-827 du 23 juin 2016 relative aux marchés d'instruments financiersVigueur,Ordonnance n° 2016-827 du 23 juin 2016 relative aux marchés d'instruments financiersVigueur
Ordonnance n° 2016-966 du 15 juillet 2016 portant simplification de procédures mises en œuvre par l'Agence nationale de sécurité du médicament et des produits de santéVigueur,Ordonnance n° 2016-966 du 15 juillet 2016 portant simplification de procédures mises en œuvre par l'Agence nationale de sécurité du médicament et des produits de santéVigueur
"Ordonnance n° 2016-967 du 15 juillet 2016 relative à la coordination du système d'agences sanitaires nationales, à la sécurité sanitaire et aux accidents médicauxVigueur","Ordonnance n° 2016-967 du 15 juillet 2016 relative à la coordination du système d'agences sanitaires nationales, à la sécurité sanitaire et aux accidents médicauxVigueur"
Ordonnance n° 2016-982 du 20 juillet 2016 prise en application de l'article 30 de la loi n° 2015-917 du 28 juillet 2015 actualisant la programmation militaire pour les années 2015 à 2019 et portant diverses dispositions concernant la défenseVigueur,Ordonnance n° 2016-982 du 20 juillet 2016 prise en application de l'article 30 de la loi n° 2015-917 du 28 juillet 2015 actualisant la programmation militaire pour les années 2015 à 2019 et portant diverses dispositions concernant la défenseVigueur
Ordonnance n° 2016-985 du 20 juillet 2016 relative au bail réel solidaireVigueur,Ordonnance n° 2016-985 du 20 juillet 2016 relative au bail réel solidaireVigueur
Ordonnance n° 2017-10 du 5 janvier 2017 relative à la mise à jour de la liste des établissements figurant à l'article 2 de la loi n° 86-33 du 9 janvier 1986 portant dispositions statutaires relatives à la fonction publique hospitalièreVigueur,Ordonnance n° 2017-10 du 5 janvier 2017 relative à la mise à jour de la liste des établissements figurant à l'article 2 de la loi n° 86-33 du 9 janvier 1986 portant dispositions statutaires relatives à la fonction publique hospitalièreVigueur
Ordonnance n° 2017-1090 du 1er juin 2017 relative aux offres de prêt immobilier conditionnées à la domiciliation des salaires ou revenus assimilés de l'emprunteur sur un compte de paiementVigueur,Ordonnance n° 2017-1090 du 1er juin 2017 relative aux offres de prêt immobilier conditionnées à la domiciliation des salaires ou revenus assimilés de l'emprunteur sur un compte de paiementVigueur
Ordonnance n° 2017-1092 du 8 juin 2017 relative aux composantes de la rémunération du pharmacien d'officineVigueur,Ordonnance n° 2017-1092 du 8 juin 2017 relative aux composantes de la rémunération du pharmacien d'officineVigueur
Ordonnance n° 2017-1107 du 22 juin 2017 relative aux marchés d'instruments financiers et à la séparation du régime juridique des sociétés de gestion de portefeuille de celui des entreprises d'investissementVigueur,Ordonnance n° 2017-1107 du 22 juin 2017 relative aux marchés d'instruments financiers et à la séparation du régime juridique des sociétés de gestion de portefeuille de celui des entreprises d'investissementVigueur
"Ordonnance n° 2017-1117 du 29 juin 2017 relative aux règles de conservation, de sélection et d'étude du patrimoine archéologique mobilierVigueur","Ordonnance n° 2017-1117 du 29 juin 2017 relative aux règles de conservation, de sélection et d'étude du patrimoine archéologique mobilierVigueur"
Ordonnance n° 2017-1134 du 5 juillet 2017 portant diverses dispositions communes à l'ensemble du patrimoine culturelVigueur,Ordonnance n° 2017-1134 du 5 juillet 2017 portant diverses dispositions communes à l'ensemble du patrimoine culturelVigueur
Ordonnance n° 2017-1142 du 7 juillet 2017 portant simplification des obligations de dépôt des documents sociaux pour les sociétés établissant un document de référenceVigueur,Ordonnance n° 2017-1142 du 7 juillet 2017 portant simplification des obligations de dépôt des documents sociaux pour les sociétés établissant un document de référenceVigueur
Ordonnance n° 2017-1162 du 12 juillet 2017 portant diverses mesures de simplification et de clarification des obligations d'information à la charge des sociétésVigueur,Ordonnance n° 2017-1162 du 12 juillet 2017 portant diverses mesures de simplification et de clarification des obligations d'information à la charge des sociétésVigueur
Ordonnance n° 2017-1177 du 19 juillet 2017 portant extension et adaptation des compléments de l'allocation aux adultes handicapés à MayotteVigueur,Ordonnance n° 2017-1177 du 19 juillet 2017 portant extension et adaptation des compléments de l'allocation aux adultes handicapés à MayotteVigueur
