law,frlaw_date
LOI no 2019-1269 du 2 décembre 2019 visant à clarifier diverses dispositions du droit électoral (1)Vigueur,LOI no 2019-1269 du 2 décembre 2019 visant à clarifier diverses dispositions du droit électoral (1)Vigueur
LOI no 2019-127 du 25 février 2019 autorisant la ratification du traité de l'Organisation mondiale de la propriété intellectuelle (OMPI) sur les interprétations et exécutions audiovisuelles (1)Vigueur,LOI no 2019-127 du 25 février 2019 autorisant la ratification du traité de l'Organisation mondiale de la propriété intellectuelle (OMPI) sur les interprétations et exécutions audiovisuelles (1)Vigueur
LOI no 2019-1270 du 2 décembre 2019 de finances rectificative pour 2019 (1)Vigueur,LOI no 2019-1270 du 2 décembre 2019 de finances rectificative pour 2019 (1)Vigueur
"LOI no 2019-128 du 25 février 2019 autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République d'Ouzbékistan relatif aux services aériens, de l'accord entre le Gouvernement de la République française et le Gouvernement de la République du Kazakhstan relatif aux services aériens et de l'accord entre le Gouvernement de la République française et le Gouvernement de la République de Côte d'Ivoire relatif aux services aériens (1)Vigueur","LOI no 2019-128 du 25 février 2019 autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République d'Ouzbékistan relatif aux services aériens, de l'accord entre le Gouvernement de la République française et le Gouvernement de la République du Kazakhstan relatif aux services aériens et de l'accord entre le Gouvernement de la République française et le Gouvernement de la République de Côte d'Ivoire relatif aux services aériens (1)Vigueur"
"LOI no 2019-129 du 25 février 2019 autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République de Moldavie relatif à l'emploi salarié des conjoints des agents des missions officielles de chaque Etat dans l'autre, de l'accord entre le Gouvernement de la République française et le Gouvernement de la République du Bénin relatif à l'emploi salarié des personnes à charge des agents des missions officielles de chaque Etat dans l'autre, de l'accord entre le Gouvernement de la République française et le Gouvernement de la République de Serbie relatif à l'exercice d'une activité rémunérée des membres des familles des agents des missions officielles de chaque Etat dans l'autre et de l'accord entre le Gouvernement de la République française et le conseil des ministres de la République d'Albanie relatif à l'emploi salarié des membres des familles des agents des missions officielles de chaque Etat dans l'autre (1)Vigueur","LOI no 2019-129 du 25 février 2019 autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République de Moldavie relatif à l'emploi salarié des conjoints des agents des missions officielles de chaque Etat dans l'autre, de l'accord entre le Gouvernement de la République française et le Gouvernement de la République du Bénin relatif à l'emploi salarié des personnes à charge des agents des missions officielles de chaque Etat dans l'autre, de l'accord entre le Gouvernement de la République française et le Gouvernement de la République de Serbie relatif à l'exercice d'une activité rémunérée des membres des familles des agents des missions officielles de chaque Etat dans l'autre et de l'accord entre le Gouvernement de la République française et le conseil des ministres de la République d'Albanie relatif à l'emploi salarié des membres des familles des agents des missions officielles de chaque Etat dans l'autre (1)Vigueur"
LOI no 2019-130 du 25 février 2019 autorisant l'approbation de la convention entre le Gouvernement de la République française et le Gouvernement du Grand-Duché de Luxembourg en vue d'éviter les doubles impositions et de prévenir l'évasion et la fraude fiscales en matière d'impôts sur le revenu et la fortune (1)Vigueur,LOI no 2019-130 du 25 février 2019 autorisant l'approbation de la convention entre le Gouvernement de la République française et le Gouvernement du Grand-Duché de Luxembourg en vue d'éviter les doubles impositions et de prévenir l'évasion et la fraude fiscales en matière d'impôts sur le revenu et la fortune (1)Vigueur
"LOI no 2019-131 du 25 février 2019 autorisant l'approbation de la décision (UE, EURATOM) 2018/994 du Conseil du 13 juillet 2018 modifiant l'acte portant élection des membres du Parlement européen au suffrage universel direct, annexé à la décision 76/787/CECA, CEE, Euratom du Conseil du 20 septembre 1976 (1)Vigueur","LOI no 2019-131 du 25 février 2019 autorisant l'approbation de la décision (UE, EURATOM) 2018/994 du Conseil du 13 juillet 2018 modifiant l'acte portant élection des membres du Parlement européen au suffrage universel direct, annexé à la décision 76/787/CECA, CEE, Euratom du Conseil du 20 septembre 1976 (1)Vigueur"
LOI no 2019-1332 du 11 décembre 2019 tendant à améliorer la lisibilité du droit par l'abrogation de lois obsolètes (1)Vigueur,LOI no 2019-1332 du 11 décembre 2019 tendant à améliorer la lisibilité du droit par l'abrogation de lois obsolètes (1)Vigueur
LOI no 2019-1428 du 24 décembre 2019 d'orientation des mobilités (1)Vigueur,LOI no 2019-1428 du 24 décembre 2019 d'orientation des mobilités (1)Vigueur
LOI no 2019-1446 du 24 décembre 2019 de financement de la sécurité sociale pour 2020 (1)Vigueur,LOI no 2019-1446 du 24 décembre 2019 de financement de la sécurité sociale pour 2020 (1)Vigueur
LOI no 2019-1461 du 27 décembre 2019 relative à l'engagement dans la vie locale et à la proximité de l'action publique (1)Vigueur,LOI no 2019-1461 du 27 décembre 2019 relative à l'engagement dans la vie locale et à la proximité de l'action publique (1)Vigueur
LOI no 2019-1479 du 28 décembre 2019 de finances pour 2020 (1)Vigueur,LOI no 2019-1479 du 28 décembre 2019 de finances pour 2020 (1)Vigueur
LOI no 2019-1480 du 28 décembre 2019 visant à agir contre les violences au sein de la famille (1)Vigueur,LOI no 2019-1480 du 28 décembre 2019 visant à agir contre les violences au sein de la famille (1)Vigueur
LOI no 2019-161 du 1er mars 2019 relative au délai d'intervention du juge des libertés et de la détention en rétention administrative à Mayotte (1)Vigueur,LOI no 2019-161 du 1er mars 2019 relative au délai d'intervention du juge des libertés et de la détention en rétention administrative à Mayotte (1)Vigueur
"LOI no 2019-180 du 8 mars 2019 visant à renforcer la prise en charge des cancers pédiatriques par la recherche, le soutien aux aidants familiaux, la formation des professionnels et le droit à l'oubli (1)Vigueur","LOI no 2019-180 du 8 mars 2019 visant à renforcer la prise en charge des cancers pédiatriques par la recherche, le soutien aux aidants familiaux, la formation des professionnels et le droit à l'oubli (1)Vigueur"
LOI no 2019-222 du 23 mars 2019 de programmation 2018-2022 et de réforme pour la justice (1)Vigueur,LOI no 2019-222 du 23 mars 2019 de programmation 2018-2022 et de réforme pour la justice (1)Vigueur
LOI no 2019-282 du 8 avril 2019 autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République fédérale du Nigeria relatif à la coopération en matière de défense et au statut des forces (1)Vigueur,LOI no 2019-282 du 8 avril 2019 autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République fédérale du Nigeria relatif à la coopération en matière de défense et au statut des forces (1)Vigueur
LOI no 2019-283 du 8 avril 2019 autorisant la ratification de la convention no 184 de l'Organisation internationale du travail relative à la sécurité et la santé dans l'agriculture (1)Vigueur,LOI no 2019-283 du 8 avril 2019 autorisant la ratification de la convention no 184 de l'Organisation internationale du travail relative à la sécurité et la santé dans l'agriculture (1)Vigueur
"LOI no 2019-284 du 8 avril 2019 autorisant la ratification de la convention internationale sur les normes de formation du personnel des navires de pêche, de délivrance des brevets et de veille (STCW-F) (1)Vigueur","LOI no 2019-284 du 8 avril 2019 autorisant la ratification de la convention internationale sur les normes de formation du personnel des navires de pêche, de délivrance des brevets et de veille (STCW-F) (1)Vigueur"
"LOI no 2019-285 du 8 avril 2019 autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République dominicaine relatif à l'emploi des conjoints des agents des missions officielles de chaque Etat dans l'autre, et de l'accord entre le Gouvernement de la République française et le Gouvernement de la République du Nicaragua relatif au libre exercice des activités professionnelles salariées des membres des familles du personnel diplomatique, consulaire, administratif et technique des missions officielles (1)Vigueur","LOI no 2019-285 du 8 avril 2019 autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République dominicaine relatif à l'emploi des conjoints des agents des missions officielles de chaque Etat dans l'autre, et de l'accord entre le Gouvernement de la République française et le Gouvernement de la République du Nicaragua relatif au libre exercice des activités professionnelles salariées des membres des familles du personnel diplomatique, consulaire, administratif et technique des missions officielles (1)Vigueur"
"LOI no 2019-286 du 8 avril 2019 relative à la représentation des personnels administratifs, techniques et spécialisés au sein des conseils d'administration des services départementaux d'incendie et de secours (1)Vigueur","LOI no 2019-286 du 8 avril 2019 relative à la représentation des personnels administratifs, techniques et spécialisés au sein des conseils d'administration des services départementaux d'incendie et de secours (1)Vigueur"
LOI no 2019-290 du 10 avril 2019 visant à renforcer et garantir le maintien de l'ordre public lors des manifestations (1)Vigueur,LOI no 2019-290 du 10 avril 2019 visant à renforcer et garantir le maintien de l'ordre public lors des manifestations (1)Vigueur
LOI no 2019-30 du 19 janvier 2019 habilitant le Gouvernement à prendre par ordonnances les mesures de préparation au retrait du Royaume-Uni de l'Union européenne (1)Vigueur,LOI no 2019-30 du 19 janvier 2019 habilitant le Gouvernement à prendre par ordonnances les mesures de préparation au retrait du Royaume-Uni de l'Union européenne (1)Vigueur
LOI no 2019-463 du 17 mai 2019 tendant à sécuriser l'actionnariat des entreprises publiques locales (1)Vigueur,LOI no 2019-463 du 17 mai 2019 tendant à sécuriser l'actionnariat des entreprises publiques locales (1)Vigueur
LOI no 2019-469 du 20 mai 2019 pour la protection foncière des activités agricoles et des cultures marines en zone littorale (1)Vigueur,LOI no 2019-469 du 20 mai 2019 pour la protection foncière des activités agricoles et des cultures marines en zone littorale (1)Vigueur
LOI no 2019-485 du 22 mai 2019 visant à favoriser la reconnaissance des proches aidants (1)Vigueur,LOI no 2019-485 du 22 mai 2019 visant à favoriser la reconnaissance des proches aidants (1)Vigueur
LOI no 2019-486 du 22 mai 2019 relative à la croissance et la transformation des entreprises (1)Vigueur,LOI no 2019-486 du 22 mai 2019 relative à la croissance et la transformation des entreprises (1)Vigueur
LOI no 2019-487 du 22 mai 2019 relative à l'entrée en fonction des représentants au Parlement européen élus en France aux élections de 2019 (1)Vigueur,LOI no 2019-487 du 22 mai 2019 relative à l'entrée en fonction des représentants au Parlement européen élus en France aux élections de 2019 (1)Vigueur
LOI no 2019-707 du 5 juillet 2019 portant diverses dispositions institutionnelles en Polynésie française (1)Vigueur,LOI no 2019-707 du 5 juillet 2019 portant diverses dispositions institutionnelles en Polynésie française (1)Vigueur
LOI no 2019-72 du 5 février 2019 visant à améliorer la santé visuelle des personnes âgées en perte d'autonomie (1)Vigueur,LOI no 2019-72 du 5 février 2019 visant à améliorer la santé visuelle des personnes âgées en perte d'autonomie (1)Vigueur
LOI no 2019-721 du 10 juillet 2019 relative à l'interdiction des violences éducatives ordinaires (1)Vigueur,LOI no 2019-721 du 10 juillet 2019 relative à l'interdiction des violences éducatives ordinaires (1)Vigueur
LOI no 2019-733 du 14 juillet 2019 relative au droit de résiliation sans frais de contrats de complémentaire santé (1)Vigueur,LOI no 2019-733 du 14 juillet 2019 relative au droit de résiliation sans frais de contrats de complémentaire santé (1)Vigueur
"LOI no 2019-744 du 19 juillet 2019 de simplification, de clarification et d'actualisation du droit des sociétés (1)Vigueur","LOI no 2019-744 du 19 juillet 2019 de simplification, de clarification et d'actualisation du droit des sociétés (1)Vigueur"
LOI no 2019-753 du 22 juillet 2019 portant création d'une Agence nationale de la cohésion des territoires (1)Vigueur,LOI no 2019-753 du 22 juillet 2019 portant création d'une Agence nationale de la cohésion des territoires (1)Vigueur
LOI no 2019-759 du 24 juillet 2019 portant création d'une taxe sur les services numériques et modification de la trajectoire de baisse de l'impôt sur les sociétés (1)Vigueur,LOI no 2019-759 du 24 juillet 2019 portant création d'une taxe sur les services numériques et modification de la trajectoire de baisse de l'impôt sur les sociétés (1)Vigueur
"LOI no 2019-773 du 24 juillet 2019 portant création de l'Office français de la biodiversité, modifiant les missions des fédérations des chasseurs et renforçant la police de l'environnement (1)Vigueur","LOI no 2019-773 du 24 juillet 2019 portant création de l'Office français de la biodiversité, modifiant les missions des fédérations des chasseurs et renforçant la police de l'environnement (1)Vigueur"
LOI no 2019-774 du 24 juillet 2019 relative à l'organisation et à la transformation du système de santé (1)Vigueur,LOI no 2019-774 du 24 juillet 2019 relative à l'organisation et à la transformation du système de santé (1)Vigueur
LOI no 2019-775 du 24 juillet 2019 tendant à créer un droit voisin au profit des agences de presse et des éditeurs de presse (1)Vigueur,LOI no 2019-775 du 24 juillet 2019 tendant à créer un droit voisin au profit des agences de presse et des éditeurs de presse (1)Vigueur
LOI no 2019-786 du 26 juillet 2019 relative à la Polynésie française (1)Vigueur,LOI no 2019-786 du 26 juillet 2019 relative à la Polynésie française (1)Vigueur
LOI no 2019-791 du 26 juillet 2019 pour une école de la confiance (1)Vigueur,LOI no 2019-791 du 26 juillet 2019 pour une école de la confiance (1)Vigueur
LOI no 2019-803 du 29 juillet 2019 pour la conservation et la restauration de la cathédrale Notre-Dame de Paris et instituant une souscription nationale à cet effet (1)Vigueur,LOI no 2019-803 du 29 juillet 2019 pour la conservation et la restauration de la cathédrale Notre-Dame de Paris et instituant une souscription nationale à cet effet (1)Vigueur
LOI no 2019-809 du 1er août 2019 visant à adapter l'organisation des communes nouvelles à la diversité des territoires (1)Vigueur,LOI no 2019-809 du 1er août 2019 visant à adapter l'organisation des communes nouvelles à la diversité des territoires (1)Vigueur
LOI no 2019-810 du 1er août 2019 visant à préserver les intérêts de la défense et de la sécurité nationale de la France dans le cadre de l'exploitation des réseaux radioélectriques mobiles (1)Vigueur,LOI no 2019-810 du 1er août 2019 visant à préserver les intérêts de la défense et de la sécurité nationale de la France dans le cadre de l'exploitation des réseaux radioélectriques mobiles (1)Vigueur
LOI no 2019-811 du 1er août 2019 de règlement du budget et d'approbation des comptes de l'année 2018 (1)Vigueur,LOI no 2019-811 du 1er août 2019 de règlement du budget et d'approbation des comptes de l'année 2018 (1)Vigueur
LOI no 2019-812 du 1er août 2019 relative à la création de l'Agence nationale du sport et à diverses dispositions relatives à l'organisation des jeux Olympiques et Paralympiques de 2024 (1)Vigueur,LOI no 2019-812 du 1er août 2019 relative à la création de l'Agence nationale du sport et à diverses dispositions relatives à l'organisation des jeux Olympiques et Paralympiques de 2024 (1)Vigueur
LOI no 2019-816 du 2 août 2019 relative aux compétences de la Collectivité européenne d'Alsace (1)Vigueur,LOI no 2019-816 du 2 août 2019 relative aux compétences de la Collectivité européenne d'Alsace (1)Vigueur
LOI no 2019-828 du 6 août 2019 de transformation de la fonction publique (1)Vigueur,LOI no 2019-828 du 6 août 2019 de transformation de la fonction publique (1)Vigueur
"LOI no 2019-89 du 13 février 2019 autorisant la ratification de l'accord de partenariat sur les relations et la coopération entre l'Union européenne et ses Etats membres, d'une part, et la Nouvelle-Zélande, d'autre part (1)Vigueur","LOI no 2019-89 du 13 février 2019 autorisant la ratification de l'accord de partenariat sur les relations et la coopération entre l'Union européenne et ses Etats membres, d'une part, et la Nouvelle-Zélande, d'autre part (1)Vigueur"
"LOI no 2019-90 du 13 février 2019 autorisant la ratification de l'accord de dialogue politique et de coopération entre l'Union européenne et ses Etats membres, d'une part, et la République de Cuba, d'autre part (1)Vigueur","LOI no 2019-90 du 13 février 2019 autorisant la ratification de l'accord de dialogue politique et de coopération entre l'Union européenne et ses Etats membres, d'une part, et la République de Cuba, d'autre part (1)Vigueur"
LOI no 2020-1023 du 10 août 2020 instaurant des mesures de sûreté à l'encontre des auteurs d'infractions terroristes à l'issue de leur peine (1)Vigueur,LOI no 2020-1023 du 10 août 2020 instaurant des mesures de sûreté à l'encontre des auteurs d'infractions terroristes à l'issue de leur peine (1)Vigueur
LOI no 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire (1)Vigueur,LOI no 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire (1)Vigueur
LOI no 2020-1379 du 14 novembre 2020 autorisant la prorogation de l'état d'urgence sanitaire et portant diverses mesures de gestion de la crise sanitaire (1)Vigueur,LOI no 2020-1379 du 14 novembre 2020 autorisant la prorogation de l'état d'urgence sanitaire et portant diverses mesures de gestion de la crise sanitaire (1)Vigueur
LOI no 2020-146 du 21 février 2020 ratifiant l'ordonnance no 2019-235 du 27 mars 2019 relative aux dispositions pénales et de procédure pénale du code de l'urbanisme de Saint-Martin (1)Vigueur,LOI no 2020-146 du 21 février 2020 ratifiant l'ordonnance no 2019-235 du 27 mars 2019 relative aux dispositions pénales et de procédure pénale du code de l'urbanisme de Saint-Martin (1)Vigueur
LOI no 2020-1473 du 30 novembre 2020 de finances rectificative pour 2020 (1)Vigueur,LOI no 2020-1473 du 30 novembre 2020 de finances rectificative pour 2020 (1)Vigueur
LOI no 2020-1508 du 3 décembre 2020 portant diverses dispositions d'adaptation au droit de l'Union européenne en matière économique et financière (1)Vigueur,LOI no 2020-1508 du 3 décembre 2020 portant diverses dispositions d'adaptation au droit de l'Union européenne en matière économique et financière (1)Vigueur
LOI no 2020-1525 du 7 décembre 2020 d'accélération et de simplification de l'action publique (1)Vigueur,LOI no 2020-1525 du 7 décembre 2020 d'accélération et de simplification de l'action publique (1)Vigueur
LOI no 2020-1576 du 14 décembre 2020 de financement de la sécurité sociale pour 2021 (1)Vigueur,LOI no 2020-1576 du 14 décembre 2020 de financement de la sécurité sociale pour 2021 (1)Vigueur
LOI no 2020-1577 du 14 décembre 2020 relative au renforcement de l'inclusion dans l'emploi par l'activité économique et à l'expérimentation « territoire zéro chômeur de longue durée » (1)Vigueur,LOI no 2020-1577 du 14 décembre 2020 relative au renforcement de l'inclusion dans l'emploi par l'activité économique et à l'expérimentation « territoire zéro chômeur de longue durée » (1)Vigueur
LOI no 2020-1578 du 14 décembre 2020 relative aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières (1)Vigueur,LOI no 2020-1578 du 14 décembre 2020 relative aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières (1)Vigueur
LOI no 2020-1630 du 22 décembre 2020 relative à la répartition des sièges de conseiller à l'Assemblée de Guyane entre les sections électorales (1)Vigueur,LOI no 2020-1630 du 22 décembre 2020 relative à la répartition des sièges de conseiller à l'Assemblée de Guyane entre les sections électorales (1)Vigueur
LOI no 2020-1670 du 24 décembre 2020 relative aux délais d'organisation des élections municipales partielles et des élections des membres des commissions syndicales (1)Vigueur,LOI no 2020-1670 du 24 décembre 2020 relative aux délais d'organisation des élections municipales partielles et des élections des membres des commissions syndicales (1)Vigueur
LOI no 2020-1671 du 24 décembre 2020 relative à la prorogation des chapitres VI à X du titre II du livre II et de l'article L. 851-3 du code de la sécurité intérieure (1)Vigueur,LOI no 2020-1671 du 24 décembre 2020 relative à la prorogation des chapitres VI à X du titre II du livre II et de l'article L. 851-3 du code de la sécurité intérieure (1)Vigueur
"LOI no 2020-1672 du 24 décembre 2020 relative au Parquet européen, à la justice environnementale et à la justice pénale spécialisée (1)Vigueur","LOI no 2020-1672 du 24 décembre 2020 relative au Parquet européen, à la justice environnementale et à la justice pénale spécialisée (1)Vigueur"
LOI no 2020-1673 du 24 décembre 2020 relative à la restitution de biens culturels à la République du Bénin et à la République du Sénégal (1)Vigueur,LOI no 2020-1673 du 24 décembre 2020 relative à la restitution de biens culturels à la République du Bénin et à la République du Sénégal (1)Vigueur
LOI no 2020-1674 du 24 décembre 2020 de programmation de la recherche pour les années 2021 à 2030 et portant diverses dispositions relatives à la recherche et à l'enseignement supérieur (1)Vigueur,LOI no 2020-1674 du 24 décembre 2020 de programmation de la recherche pour les années 2021 à 2030 et portant diverses dispositions relatives à la recherche et à l'enseignement supérieur (1)Vigueur
LOI no 2020-1721 du 29 décembre 2020 de finances pour 2021 (1)Vigueur,LOI no 2020-1721 du 29 décembre 2020 de finances pour 2021 (1)Vigueur
LOI no 2020-220 du 6 mars 2020 visant à améliorer l'accès à la prestation de compensation du handicap (1)Vigueur,LOI no 2020-220 du 6 mars 2020 visant à améliorer l'accès à la prestation de compensation du handicap (1)Vigueur
LOI no 2020-289 du 23 mars 2020 de finances rectificative pour 2020 (1)Vigueur,LOI no 2020-289 du 23 mars 2020 de finances rectificative pour 2020 (1)Vigueur
LOI no 2020-290 du 23 mars 2020 d'urgence pour faire face à l'épidémie de covid-19 (1)Vigueur,LOI no 2020-290 du 23 mars 2020 d'urgence pour faire face à l'épidémie de covid-19 (1)Vigueur
LOI no 2020-366 du 30 mars 2020 modifiant la loi no 2010-838 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la Constitution et prorogeant le mandat des membres de la Haute Autorité pour la diffusion des œuvres et la protection des droits sur internet (1)Vigueur,LOI no 2020-366 du 30 mars 2020 modifiant la loi no 2010-838 du 23 juillet 2010 relative à l'application du cinquième alinéa de l'article 13 de la Constitution et prorogeant le mandat des membres de la Haute Autorité pour la diffusion des œuvres et la protection des droits sur internet (1)Vigueur
LOI no 2020-473 du 25 avril 2020 de finances rectificative pour 2020 (1)Vigueur,LOI no 2020-473 du 25 avril 2020 de finances rectificative pour 2020 (1)Vigueur
LOI no 2020-48 du 28 janvier 2020 visant à lutter contre le mitage des espaces forestiers en Ile-de-France (1)Vigueur,LOI no 2020-48 du 28 janvier 2020 visant à lutter contre le mitage des espaces forestiers en Ile-de-France (1)Vigueur
LOI no 2020-546 du 11 mai 2020 prorogeant l'état d'urgence sanitaire et complétant ses dispositions (1)Vigueur,LOI no 2020-546 du 11 mai 2020 prorogeant l'état d'urgence sanitaire et complétant ses dispositions (1)Vigueur
LOI no 2020-692 du 8 juin 2020 visant à améliorer les droits des travailleurs et l'accompagnement des familles après le décès d'un enfant (1)Vigueur,LOI no 2020-692 du 8 juin 2020 visant à améliorer les droits des travailleurs et l'accompagnement des familles après le décès d'un enfant (1)Vigueur
LOI no 2020-699 du 10 juin 2020 relative à la transparence de l'information sur les produits agricoles et alimentaires (1)Vigueur,LOI no 2020-699 du 10 juin 2020 relative à la transparence de l'information sur les produits agricoles et alimentaires (1)Vigueur
"LOI no 2020-734 du 17 juin 2020 relative à diverses dispositions liées à la crise sanitaire, à d'autres mesures urgentes ainsi qu'au retrait du Royaume-Uni de l'Union européenne (1)Vigueur","LOI no 2020-734 du 17 juin 2020 relative à diverses dispositions liées à la crise sanitaire, à d'autres mesures urgentes ainsi qu'au retrait du Royaume-Uni de l'Union européenne (1)Vigueur"
LOI no 2020-760 du 22 juin 2020 tendant à sécuriser l'organisation du second tour des élections municipales et communautaires de juin 2020 et à reporter les élections consulaires (1)Vigueur,LOI no 2020-760 du 22 juin 2020 tendant à sécuriser l'organisation du second tour des élections municipales et communautaires de juin 2020 et à reporter les élections consulaires (1)Vigueur
LOI no 2020-766 du 24 juin 2020 visant à lutter contre les contenus haineux sur internet (1)Vigueur,LOI no 2020-766 du 24 juin 2020 visant à lutter contre les contenus haineux sur internet (1)Vigueur
LOI no 2020-833 du 2 juillet 2020 relative au droit des victimes de présenter une demande d'indemnité au Fonds de garantie des victimes des actes de terrorisme et d'autres infractions (1)Vigueur,LOI no 2020-833 du 2 juillet 2020 relative au droit des victimes de présenter une demande d'indemnité au Fonds de garantie des victimes des actes de terrorisme et d'autres infractions (1)Vigueur
LOI no 2020-839 du 3 juillet 2020 visant à assurer la revalorisation des pensions de retraite agricoles en France continentale et dans les outre-mer (1)Vigueur,LOI no 2020-839 du 3 juillet 2020 visant à assurer la revalorisation des pensions de retraite agricoles en France continentale et dans les outre-mer (1)Vigueur
"LOI no 2020-840 du 3 juillet 2020 visant à créer le statut de citoyen sauveteur, lutter contre l'arrêt cardiaque et sensibiliser aux gestes qui sauvent (1)Vigueur","LOI no 2020-840 du 3 juillet 2020 visant à créer le statut de citoyen sauveteur, lutter contre l'arrêt cardiaque et sensibiliser aux gestes qui sauvent (1)Vigueur"
LOI no 2020-856 du 9 juillet 2020 organisant la sortie de l'état d'urgence sanitaire (1)Vigueur,LOI no 2020-856 du 9 juillet 2020 organisant la sortie de l'état d'urgence sanitaire (1)Vigueur
LOI no 2020-901 du 24 juillet 2020 visant à encadrer le démarchage téléphonique et à lutter contre les appels frauduleux (1)Vigueur,LOI no 2020-901 du 24 juillet 2020 visant à encadrer le démarchage téléphonique et à lutter contre les appels frauduleux (1)Vigueur
LOI no 2020-909 du 27 juillet 2020 visant à homologuer des peines d'emprisonnement prévues en Nouvelle-Calédonie (1)Vigueur,LOI no 2020-909 du 27 juillet 2020 visant à homologuer des peines d'emprisonnement prévues en Nouvelle-Calédonie (1)Vigueur
LOI no 2020-935 du 30 juillet 2020 de finances rectificative pour 2020 (1)Vigueur,LOI no 2020-935 du 30 juillet 2020 de finances rectificative pour 2020 (1)Vigueur
LOI no 2020-936 du 30 juillet 2020 visant à protéger les victimes de violences conjugales (1)Vigueur,LOI no 2020-936 du 30 juillet 2020 visant à protéger les victimes de violences conjugales (1)Vigueur
LOI no 2020-937 du 30 juillet 2020 de règlement du budget et d'approbation des comptes de l'année 2019 (1)Vigueur,LOI no 2020-937 du 30 juillet 2020 de règlement du budget et d'approbation des comptes de l'année 2019 (1)Vigueur
LOI no 2020-938 du 30 juillet 2020 permettant d'offrir des chèques-vacances aux personnels des secteurs sanitaire et médico-social en reconnaissance de leur action durant l'épidémie de covid-19 (1)Vigueur,LOI no 2020-938 du 30 juillet 2020 permettant d'offrir des chèques-vacances aux personnels des secteurs sanitaire et médico-social en reconnaissance de leur action durant l'épidémie de covid-19 (1)Vigueur
LOI no 2020-992 du 7 août 2020 relative à la dette sociale et à l'autonomie (1)Vigueur,LOI no 2020-992 du 7 août 2020 relative à la dette sociale et à l'autonomie (1)Vigueur
Loi no 91-1379 du 28 décembre 1991 portant ratification des ordonnances prises en application de la loi no 89-923 du 23 décembre 1989 d'habilitation relative à l'adaptation de la législation applicable dans la collectivité territoriale de Mayotte (1)Vigueur,Loi no 91-1379 du 28 décembre 1991 portant ratification des ordonnances prises en application de la loi no 89-923 du 23 décembre 1989 d'habilitation relative à l'adaptation de la législation applicable dans la collectivité territoriale de Mayotte (1)Vigueur
Loi no 91-1380 du 28 décembre 1991 d'habilitation relative à l'adaptation de la législation applicable dans la collectivité territoriale de Mayotte (1)Vigueur,Loi no 91-1380 du 28 décembre 1991 d'habilitation relative à l'adaptation de la législation applicable dans la collectivité territoriale de Mayotte (1)Vigueur
Loi no 91-1381 du 30 décembre 1991 relative aux recherches sur la gestion des déchets radioactifsAbrogé,Loi no 91-1381 du 30 décembre 1991 relative aux recherches sur la gestion des déchets radioactifsAbrogé
Loi no 91-1382 du 30 décembre 1991 relative à la sécurité des chèques et des cartes de paiementVigueur,Loi no 91-1382 du 30 décembre 1991 relative à la sécurité des chèques et des cartes de paiementVigueur
Loi no 91-1383 du 31 décembre 1991 renforçant la lutte contre le travail clandestin et la lutte contre l'organisation de l'entrée et du séjour irréguliers d'étrangers en France (1)Vigueur,Loi no 91-1383 du 31 décembre 1991 renforçant la lutte contre le travail clandestin et la lutte contre l'organisation de l'entrée et du séjour irréguliers d'étrangers en France (1)Vigueur
Loi no 91-1384 du 31 décembre 1991 modifiant le tableau no 7 annexé au code électoral relatif à l'effectif des conseils régionaux et à la répartition des sièges entre les départementsVigueur,Loi no 91-1384 du 31 décembre 1991 modifiant le tableau no 7 annexé au code électoral relatif à l'effectif des conseils régionaux et à la répartition des sièges entre les départementsVigueur
Loi no 91-1385 du 31 décembre 1991 portant dispositions diverses en matière de transportsVigueur,Loi no 91-1385 du 31 décembre 1991 portant dispositions diverses en matière de transportsVigueur
Loi no 91-1389 du 31 décembre 1991 relative à la protection sociale des sapeurs-pompiers volontaires en cas d'accident survenu ou de maladie contractée en service (1).Vigueur,Loi no 91-1389 du 31 décembre 1991 relative à la protection sociale des sapeurs-pompiers volontaires en cas d'accident survenu ou de maladie contractée en service (1).Vigueur
Loi no 91-1390 du 31 décembre 1991 relative à la titularisation d'agents de l'Office français de protection des réfugiés et apatrides.Vigueur,Loi no 91-1390 du 31 décembre 1991 relative à la titularisation d'agents de l'Office français de protection des réfugiés et apatrides.Vigueur
